Team,Team_Name
5075,Basement Dwellers
5076,CyberReign (Freshman Team)
5076,Cyber Reign
5078,Omegatron
5080,Py Robots
5084,B.E.T
5085,Newton's Lawyers
5085,Newton's Lawyers 
5085,Newton's Lawyers
5086,Turtles
5086,Chatham Hall Turtles
5088,Brackenbots II
5094,Still Under Development
5095,Leptons
5096,Monkey Madness
5096,Monkey Madness
5097,Wildcat Robotics 2
5101,Sprocketoids
5101,Sproketoid
5102,NWA Robotics
5103,Super Novas
5108,Amish Electricians
5113,HRHS ACE Robotics
5114,The Knights Who Say C
5115,RoboWizards
5116,Pawbotics
5118,Hadron
5119,Baryon
5120,Latrodectus Mactons
5120,Latrodectus Mactons
5125,Raiderbots
5125,Raiderbots
5126,InDEnProCom
5131,Point Loma HS
5132,AHERT RAVENS
5135,Team Uncopyrightable
5140,Waco Aerobotics
5140,Waco Aerobotics
5141,Warrior Bots
5142,Hawkbots
5143,Xpendables
5149,Robota
5150,Raiders
5151,Infinity Robotics
5151,Infinity
5151,Infinity Robotics
5153,Cleveland Syndicate
5154,Avengers
5155,"Blood,Sweat,and Gears"
5156,Sharks with Laser Beams
5157,Metal that Moves
5157,The Metal That Moves
5158,T.I.T.A.N.S (Technologists Initiating Throught and New Science)
5158,T.I.T.A.N.S
5158,T.I.T.A.N.S.
5161,Eaglemaniacs
5163,Flying Dragon
5165,*STAR* Cygnus X-1
5165,CYGNUS X1
5166,WD-41
5166,WD-41
5167,Hope
5170,G.E.A.R.S.
5170,GEARS
5173,DSA Raptors
5174,River King Robotics
5174,River King Robotics 
5175,Vector Robotics
5177,Global Dynamics A
5177,Global Dynamics A
5177,Global Dynamics - A
5178,Mech Hawks
5179,Cyberstorm
5180,Robo Hornets
5183,Sprocket 
5183,Sprockets
5185,Topsy Turby
5185,Topsy Turvy
5186,Pantherbots Alpha
5187,Transistor Titans
5190,MICDS Rams
5191,Ligerpandas
5192,Robo-Hooters
5195,RoboBears
5195,Robo Bears
5196,Robo YETI
5198,Adamantium
5199,Synt@x Error
5200,That's a Good Question
5200,That's a Good Question
5202,Stand / Try2
5202,STAND/Try2
5202,Stand/Try to Understand
5202,Try to Understand
5203,Brains on Bots
5203,Brains on Bots
5205,SyBorgs
5206,The Knights of Ni
5206,The Knights of Ni
5209,Operation: BisonBot
5210,Mission Impossible Team
5212,Megahertz
5212,Megahertz!
5214,RICE
5214,RICE
5215,That Team
5216,12 Volt Ninjas
5219,War Eagles
5219,War Eagles
5220,Robo Knights
5220,Robonights
5220,RoboKnights
5222,Entropy
5223,Grizzly Robotics
5225,Domini Machinae
5225,Dominii Machinae
5225,Domini Machinae
5226,Brick Howes
5229,The Robo Chicks
5230,Million Minds
5231,PTFO Army
5232,HAL9000
5233,Spartans
5233,Chplgt
5233,Chaplit
5234,Tiger Steel
5235,Millennium Falcons
5235,The Millennium Falcons
5237,Loose Screws
5237,Loose Screws
5241,Some Assembly Required 
5241,Some Assembly Required
5242,Sun Warriors
5247,Knurlheim
5248,Fermion
5249,Synergy in Motion
5250,Loading...
5250,Loading?.
5251,Ubercharged
5252," ""Insert Name Here"""
5253,Decepticons
5256,Spare Parts
5256,Spare Parts
5257,Eagles Robotics Xperience
5257,Eagles Robotics Xperience
5262,I LITE Up Minds
5263,DC Underground
5264,ILITE BlueChips
5264,Blue Chips
5266,The men who stare at programs
5267,Black Hawks
5271,CTRL ALT DELETE 
5271,CTR ALT DELETE
5271,CTRL ALT DELETE
5272,Decuplet
5273,Pixelated Tesseracts 
5274,*STAR* Andromeda
5275,WTF Brigade
5276,Broken Code
5276,Broken Code 
5279,Positrons
5279,Positrons
5280,Bacon Extra Crispy (B.X.C)
5280,Bacon Extra Crispy
5281,E Informers
5283,LAIMO
5284,R2KT
5286,Motor Monkeys
5286,Motor Monkeys
5289,Martians
5289,Martians
5290,Steel Eagles
5290,Steel Eagles
5291,Oxford Middle School
5292,Red Storm Crestwood
5292,Red Storm- Kentwood
5293,Rexbotics
5293,Rexbotics
5294,What the heck is pi?
5294,What the Heck is PI?
5295,Steel Pythons
5295,Steel Pythons
5296,Audere est Facere
5297,NerdBots
5297,NerdBots
5304,Jaguars
5305,Monta Vista Robotics Team
5308,Armored Division
5309,Plan B
5312,LL Urban Achievers
5313,Improbable Phenomenon
5314,Blue Nova
5318,Primates of Purgatory
5319,Wolverines
5320,RoboLancers Gold
5321,TechHeroes
5324,Black Knight Robotics
5326,VC Vendetta Team
5329,#Bill-E
5330,Robotic Rush
5332,Cougar Current
5332,CHS Current
5332,Cougar Current
5333,Path Blazers
5333,Path Blazers
5334,P2P1
5337,RoboHuskies
5338,Robo Raiders
5338,Robo Raiders
5340,Binary Addiction
5341,Atomic Toad
5341,Atomic Toad
5348,Irvington JV
5350,Team One
5350,Team 1
5353,Pink Fruffy Unicorns
5354,ORC II
5356,Team Tardis
5356,Team Tardis
5356,Tardis
5357,CCRC
5358,T-Nerds
5359,The Solinoids
5359,Solinoids
5360,The Ada Graces
5360,Ada Graces
5361,Lionotics
5376,TECHKREW
5378,Team Aperture
5380,Crandroids
5381,Viko-Psychos
5381,Viko-Psychos
5383,Code Red- Breaking/Physics
5383,CRR Breaking the Laws of Physics
5384,Code Red- Evacuate NOW!
5384,CRR Emergency Situation Evacuate NOW!!
5385,Riddlers
5385,Enigma Riddlers
5386,Fabricators I
5387,The Greyhounds
5387,The Greyhounds
5391,Enigma Puzzlers
5391,Puzzlers
5392,CHEC-3PO
5395,Broncobots
5397,The Bot Side
5397,The Bot Side 
5398,Robotux
5398,Robotux
5401,Warriors
5402,Controlled Chaos
5402,Controlled Chaos
5404,TJ Titanium Titans
5405,N.E.R.D.S.
5405,N.E.R.D.S
5406,Optimus Bee
5406,Optimus Bees
5407,Dowling #hashtag
5409,The Gryphons
5409,The Gryphons
5411," Geeks,Gears,& Gadgets"
5411,"Geeks,Gears,and Gadgets"
5412,The Huskies
5414,Techie Tornados
5414,Techie Tornados 
5417,BotWerx
5421,RM Robotics
5424,Soup-A-Stars
5425,Lacombe
5427,The Flolopping Dargons
5429,Team Clutch
5433,Advance Hornets
5436,Aluminum Cobblers 
5439,Gluons
5442,TERRA
5442,TERRA BaltaBots
5444,The Tangents
5445,TroHawk
5445,Trohawks
5446,Sting Bots
5451,Da Big Meks
5451,Da Big Meks
5452,Warbots
5452,Robot to the Knee
5453,N2AsEr
5453,N2AsEr
5454,dent in the universe
5454,dent in the universe
5454,DITU
5460,Heritage Hills High School
5460,Revolutionary Robotics
5461,Robo Cyber Manor
5464,The Lancers
5465,Mean Machines
5466,Combustible Lemons
5468,K9
5468,Finding Blue Moose
5470,Rambot
5470,Rambot
5474,LISA Jaguars
5477,Innovo
5481,Saint Dominic High School
5484,Enderbots
5484,Enderbots
5485,PRO
5486,The Pluralists 
5486,The Pluralists
5488,Robodragons
5488,Robodragons
5494,Oscar
5495,Iron Eagles
5496,Cougar Bots
5497,Valle Verde Math Club
5499,The Paladins
5499,Paladin
5499,Paladin
5501,League of Shadows
5502,Iron Cross Robotics
5505,The Roboneers
5515,Warrors
5516,WARP6
5517,WARP7
5518,Radians of the Arc Tangent
5520,Radical PiRates
5521,The Dutchman's Derivatives
5524,Robodragons 2
5526,Quasics
5527,Sir Lightning
5529,WolfTracks
5529,WolfTrack
5529,Wolftrack
5529,WolfTracks
5532,Wolfbots
5538,Pure NRG
5539,Fame It Up!
5544,Transformers
5544,Transformers
5545,Titanium Clovers
5545,St. Patrick School Titanium Clovers
5553,RoboComets
5554,Cody and the Gang
5555,Plan B
5556,Team Asimov
5560,Saint Dominic High School
5561,Nerd Heroes
5564,SCITECH
5565,The Doctors
5570,STEM Cyborgs
5571,Spaz
5571,Spaz
5572,Robot Unicorns
5573,RoboCougars
5573,RoboCougars
5575,Skynet
5576,Ulimate Warrior
5581,Bridger Bolt and Volt
5582,SCITECH
5596,That One Team
5600,Stallions
5602,Bionic Gaels
5602,Bionic Gaels
5604,Thunderbots
5604,Thunderbolts
5611,Robobears
5611,Robo Bears
5614,Team Immortalis 
5618,Control Freaks - Version 1.0
5618,Control Freeks- Version 1.0
5619,Tesseract
5624,Curiosity
5625,Legion
5627,EMP
5628,The Tau Manifesto
5628,Tau Manifesto
5633,WiredCats
5633,Wiredcats
5637,Tech-Wise Guys
5640,Mechanical Mayham
5641,Devilbots Red Team
5641,Dail Bots Red Team
5642,Robo-Jacks
5644,Bedford Bots
5645,Las Aguilas
5646,Robot Time
5648,Tek Twisters 2.0
5649,Liberty Falcons B
5650,Viking II
5653,Toltech T-STEM Da Vinci
5654,Toltech T-STEM Edison
5655,Toltech T-STEM Armstrong
5656,Toltech T-STEM Ford
5657,Toltech T-STEM Tesla
5658,Spartans
5658,Spartans
5661,SHPE WOLVES
5663,Shock Wave
5663,Shock Wave
5664,Cyber Wolves
5666,Dutch 200
5667,Robo Miners
5667,Robo Miners
5670,Dragons
5670,Da Vinci Dragons
5677,AEC SWAT
5678,Cardinal
5681,Robo Pirates
5684,WALRUS
5685,GEARS
5686,Sith
5693,The Fellowship
5700,Knights 
5700,Knights
5703,Doppler Effect
5704,Mean Green Machine
5706,Reboot
5708,RoboViks
5713,Formula Matrix
5714,Shamrocks
5717,Gear Up
5718,DragonBot
5720,Bazinga Bots
5723,Ft. Zumwalt North High School
5724,Hive Mind
5724,Hive Mind
5726,E-1337 Robotics
5732,Vetoed
5734,Short Circuit
5741,RoboHawks
5746,Spartan Engineering
5747,Young Spartans
5747,Young Spartans
5751,Rebelutionary
5754,Marburn Marbotics
5754,Marburn Academy Gear Pack
5754,Marbotics
5755,TieDye Narwhals
5758,Robo Indians
5764,Blue Sabers
5767,Connally Team 7
5773,Ink and Metal
5774,Robo Dominators
5779,Changing Expectations
5794,4-H Mavericks
5799,Psycho Circuit
5800,Lehman Robolions
5801,Pretty Bot
5808,Anonymous
5809,Yobos
5810,Mega Pyro Bot
5812,Cardinals 2
5814,Dramatic Ironics
5815,Disgruntled Robots
5815,Disgruntled Robots
5818,BotteringRams 
5818,BotteringRams
5826,Metal Ducks
5826,Metal Ducks
5828,Chaotic Rainbows
5828,Chaotic Rainbows
5830,Mechanically I
5835,The Awesome Asimovs
5836,Robot Repair
5840,Real Bots
5859,Serenity
5862,Techno Tigers
5866,Sprouts
5869,Over Prepared
5870,Robotrouble
5870,Techno Trouble
5872,MAVERICS
5873,Dragon Terminators
5873,Dragon Terminators
5874,Congobots 3.0
5875,Genius
5875,Genius
5877,Team RMotZ
5877,Team RMotZ
5880,8 Bit Bandits
5883,Maverick Heavy Lifters
5883,Maverick Heavy Lifters
5886,R.P.G. (Robot Programming Guild)
5886,R.P.G.
5886,R.P.G
5887,Robowarriors
5890,e-lemon-altors
5891,Redneck Engineering
5892,Future Bionic Innovations
5892,Future Bionic Innovations
5893,Direct Current
5893,Direct Current
5894,V-CUBE
5894,V-CUBE
5895,The Ladybots
5896,KART
5897,HackHers 
5899,Heavy Metal
5901,Divide by Zero (DiBz)
5903,Defying Gravity
5904,Huskies
5909,Camdenton 4-H LASER - 5909
5910,Fightin' Irish
5911,Mean Green Machine
5911,Mean Green Machine
5913,Drop It Like It's Hot
5913,Drop It Like It's Bot
5915,Epic Elders
5916,Bo Bots
5916,BoBots
5917,Acrobots
5917,Acrobats
5922,Wheaton Robotics
5923,Raptors
5925,WildBots
5926,The Things
5927,Hephaestans
5927,Haphaestans
5928,The 3rd Wheel
5928,The 3rd Wheel
5931,CRU-BOTICS
5931,Cru-Botics
5933,Legacy
5933,Legacy
5936,RoboSquad
5936,Robo Squad 
5937,Renaissance Robotics
5937,Renaissance Robotics
5937,DVLA's Renaissance Robotics
5938,Loose Screws
5939,Team AFOOFA
5939,Team AFOOFA
5940,Rockin Robots
5941,St. Mary's Cybercats
5943,Erector Sets Gone Mad
5944,Live Wire
5947,NCA Lights
5947,NCA Lights
5948,Arctic Eagles
5949,Steel Wolves
5949,Steel Wolves
5954,Lightning Boltz
5954,Lightning Boltz
5955,SWAT Bots
5956,Robo-Warriors
5957,Sonic Eagles
5957,Sonic Eagles
5958,Memes
5958,Memes
5960,Crazy 8's
5962,B-Star G-Squared
5963,Team Purple Thunder
5965,The Roboto's
5966,Fossilized Albatross
5967,RoboHornets
5968,Westfield Robotics
5968,Westfield Robotics
5969,Enginuity
5971,Robo Clovers
5972,PatronumBots
5972,PatronumBots
5973,Lego Action Figures
5975,CYBOTS
5976,Brandon Middle School
5976,Blackhawks
5977,Cyberswat Robotics
5977,Cyberswat Robotics
5978,Falcons
5979,Cybertechnic Stingers
5980,Titanium Tech Vikes
5981,Robotics Brotherhood
5982,The STORMERS
5982,The STORMERS
5985,Adrenaline Tech
5986,Robotics Crusaders
5988,Suffern Syborgs
5988,Suffern Syborgs
5989,Suffern Doctors
5989,Suffern Doctors
5991,TigerBytes
5991,Tigerbots
5994,Rock City Robots
5995,ScotBots
5996,ACS Team
5996,ACS Team 
5997,SuperUsers
5997,SuperUsers
5998,Purple Haze
6000,Fabricators III
6001,Lemon Drops
6001,Lemon Drops
6002,Basilisks
6002,Basalisks
6004,Robo Blazers
6006,Tru Blu 2
6007,Octopi
6007,Octopi
6009,Robo 100
6009,Robo 100
6010,Saints
6012,Zombots
6013,RoBros
6015,Robocats
6018,Platinum Devils
6018,Platinum Devils
6020,Red Raider Robotics
6021,Martian Minds
6022,TBD
6022,TBD
6023,ArchiSci
6023,ArchiSci
6024,Lords of the Ring
6025,Mason City Robotics
6027,Bionic Minds
6029,Team Robowiz
6032,Rosie's Riveters 
6035,St. Peter Minutemen
6035,St. Peter Minutemen
6037,WAGS
6038,Tino Robotics
6040,Bulldogs 
6040,Robotosaurus
6041,Field Destruction
6042,Cascia Commandobots
6043,NC Gears
6043,NC Gears
6044,Scavo Scientists
6045,foobar
6045,foobar
6047,Twisted Axels
6047,Robo Lions
6048,Girls in Black
6048,Girls in Black
6052,Tiger Tron
6054,int elligence;
6055,Gear Ticks 
6058,Yellow 5
6067,MOAB - Mother of All Robots
6068,Robot Devils
6069,Pingry Robotics
6069,Pingry Robotics
6070,WO-BITS
6071,Lord of the Bricks
6072,Wildbots
6073,Robo Bubos
6073,Robo Bubo
6074,RAWALA
6076,RoboDores
6077,Syntax Error
6077,Syntax Error
6079,BJHS Bionic Broncos
6079,BJHS Bionic Broncos
6080,Coriolis Effect
6081,Minutemen Robotics
6082,AltF4
6082,AltF4
6083,Lightning Bots
6084,Stormbots
6085,Electro-Mechanically Controlled Chaos
6086,Warriors
6088,I-bots
6090,G360
6090,G360
6091,Elma Robotics
6092,Marinerd Tech Warriors
6092,Tech Warriors
6092,Marinerd Tech Warriors
6093,Pleasant Valley Robotics
6093,Pleasant Valley Spartans
6094,IncrediBULLS
6095,Ptero-Bytes
6097,Robotic Brick Squad
6099,Gothambots
6100,Chariots of Fire
6101,Energized Hazard
6101,Morris Knolls #1
6102,Morris Knolls #2
6102,E=MK2
6103,RoboDragons
6103,Decpticonasaurses
6107,CraiNEONerds
6107,CraNeoNerds
6109,Pundabots
6111,Avengers GSSJC1
6112,Wolfbyte
6113,WHO
6115,Robo Tech 
6116,RoboJets
6120,THUNDER ROBOTICS
6121,Cougar Bots
6121,Cougarbots
6124,Geek Gods
6125,Carson
6127,i-Bots
6127,STL Wizards
6129,STRONG Swagalicious Masterbots
6130,Girl Scouts
6130,Robotica
6130,Robotica
6131,W.I.T.s
6131,W.I.T.S.
6133,The NUTS
6133,The NUTS!
6134,Black Frogs
6134,Black Frogs
6135,Southside Divas
6137,RoBowties
6138,Page 184
6140,Luray RoboDogs
6144,Rambotics
6147,Newbotics
6148,Orange Pi RoBEARics
6148,Orange Pi RoBEARics
6149,The A Team
6149,Aggies
6150,Tenacious Ten
6152,Robo Two
6154,Bot Masters
6155,Purple Unicorns
6155,Purple Unicorns
6157,Leviatech
6165,MSET Cuttlefish
6167,Cyber Dawgs
6167,Cyber Dawgs
6168,Maniacal Mechanics
6168,Maniacal Mechanics
6172,Frontal Robotomy
6173,Global Dynamics C
6173,Global Dynamics C
6173,Global Dynamics - B
6174,ODYSSEY ROBOTICS
6177,Robo Builders
6177,RoboBuilders
6180,The Baybillies
6184,MHS Tech Club
6185,Menaul Panthers
6185,Menaul School Robotics
6186,Senators
6187,Houndbots
6189,CPU
6189,CPU Rotobics
6190,Cyber Storm
6191,CB South Robotics 
6191,Short Circuit
6192,Gold Cyber Trojans
6194,PLUMBERS
6194,PLUMBER
6195,LC Robotics
6196,Very-able
6198,EMP Robotics
6199,Return of the Rings
6199,Return of the Rings
6200,Bobcatz
6201,No We Don't
6202,The Raiders
6203,Can We Think About It?
6204,Stingrays
6204,Stingrays
6205,Scarlet
6206,Ohm's Olympians
6206,Ohm's Olympians
6207,Kirkwood Robotics - Team Alpha
6208,Ratzo Robotics
6209,Team Vandergift 6209
6209,Venom
6209,Venombots
6210,VenomBots
6210,Venombots
6212,Brodo
6213,Cavbots
6214,Girl Scouts of Black Diamond Council
6215,Sigma Six
6216,Control Freaks
6217,The Fellowship
6219,Pather Bots Bravo
6220,Swerve Sigma
6220,Swerve Sigma
6221,Pather Bots Alpha
6222,SaintBots
6222,SaintBots   
6223,Evasive Robotics
6224,UPA Urban Cyborgs
6225,Team Terabyte
6225,Team Terabyte
6226,Bambusa
6227,R P Robotics
6231,Dons
6232,Ctrl Alt Delete
6233,TartanBots
6237,Titanium Bears
6238,RoboRams
6238,Gnomeland Security
6239,Laurel Locomotives
6241,Unidentified?
6242,BOB THE BUILDERS
6243,Robot Chicken
6244,The A Team
6245,The Apaches
6246,Anonymous
6247,Aperture LAB
6248,Hot Bronze
6249,Red Sun
6250,Ice
6251,Purple Panthers
6252,The Whovians
6253,Technical Difficulties
6255,NinjaAvengers
6255,Ninja Avengers
6256,The Leonardos
6257,2Saints 
6258,Wyoming Seminary
6262,Silverbacks
6263,Team Paradise
6264,Team Audacity
6265,Alpha Team
6266,Marriotts Ridge FTC#5
6266,Mariotts Ridge FTC #5
6266,Marriotts Ridge FTC #5
6272," Iron Eagles ""Prime"""
6272,Iron Eagles Prime
6273,Technocats
6276,Hyperon
6279,Robovengers
6280,Duct Tape
6281,Genetic Advantage
6282,Simi Valley Robotics
6283,Platinum Tech Vikes
6284,Cavaliers
6284,Robo Cavaliers
6285,Statesbots
6286,Falcons High Flyers
6287,Warbots
6287,Warbots
6294,GoRobo-Novi
6297,The Mad Hatters
6298,St. John's
6299,Team Vandergift 6299
6299,QuadX
6299,QuadX
6301,The Blue Devil Voyagers
6302,T.R.O.N - Technological Robotics Organization of the Nation
6303,Team Awesome
6304,Rams 
6305,Technology Titans
6306,Rising Sun Tiborgs
6308,Hutzbots
6308,Hutzbots 
6309,Anti-Luddites
6310,Honey Badgers
6311,Warrenton High School
6312,Desert Rovers
6312,Robotics Ninja
6313,Robo Nova
6314,Bott Kickers 
6315,Phoenix
6316,Saint Dominic High School
6317,Robo Majors
6318,Extra-TETRIX-ials
6319,Polka-Bots
6320,The Mechanix
6321,RoboRaiders
6321,RoboRaiders
6322,The Wizards of Odd
6322,The Wizards of Odd
6323,Pink Nurple
6323,Purple Nurple
6324,EF-5 Tornadoes
6325,Aluminati
6327,Fetch
6327,FETCH
6328,Tiger Bots
6328,TigerBots
6329,Digital Dogs
6330,Sleipnir
6331,Promethean Engineering
6332,RoboTitans
6332,RoboTitans
6333,Rogue Bots
6334,Fabricators II
6335,Kirtland Hornets
6335,Kirtland Hornets
6336,CSPBots
6337,Metal Marauders
6337,Metal Marauders
6339,Robotomy
6340,Golden Hammer
6341,Huskinotics
6343,BIONIC BULLDOGS
6343,Kingman Bionic Bulldogs
6347,Sonic Superheroes
6348,Thunder Blades
6348,Thunder Blades
6349,Robo Dawgs
6350,Insert Name Here
6351,Driven 
6352,Iron Panda
6353,Iron Panda
6354,Code REB
6356,Anamosa High School
6357,Folsom High School
6357,Folsom High
6358,Bulldogs 
6358,British School of Boston
6359,Bruin-Bots
6360,The Black Knights
6361,Pepe
6361,Tigerbot
6362,Robotiger
6363,ICUP
6364,Pulsatrix
6364,Pulsatrix
6366,Team Four
6367,ShakeWell
6368,Bring The Heat
6369,Designosaurs
6371,Machine Kings
6372,Patriotic Robotics
6376,RamBots 2
6377,Copyright Issues
6378,Jaybots
6379,Nerdvana
6379,Nerdvana
6382,RoboWizards 2.0
6383,Big Blue Botics
6384,EAC Survivors
6385,Enterprise Engineering Corps
6387,Cadet Bot Crew
6388,TRITONBOTS-3
6388,TritonBots 3
6389,Exploding Unicorns
6390,Gerstell Academy 1
6397,NIU EEP 
6397,Girls on Wheels
6400,Moss Bots
6403,Muskies
6405,Lalalala Llamas
6406,Coyotes
6407,Lutheran Mustangs
6410,Eyes of the Storm
6411,Shenanigans
6412,Huskr Bot
6417,Explorers
6418,NDCL Robotics
6419,Robots Are Mad Swag
6420,SaberHOOFTigers
6420,Sabre HOOF Tigers
6422,GREEN DRAGONS
6424,'OlyCow
6426,Robohodag
6429,Girls Gone Wired
6429,Girls Gone Wired
6430,Jr. Rebels - A 
6431,Jr. Rebels - B 
6433,Neutrinos
6433,Neutrinos
6435,Technical T-Birds
6437,The Mad Hatters
6437,Mad Hatters
6440,The Metallic Controllers
6440,The Metallic
6440,The Metallic Controllers
6441,Cincy Wolves
6441,Cincy Wolves
6442,Cyberzon
6445,Titanium Tigers
6446,Lights Out
6448,Blue Jays
6449,Mechanical Bulls
6450,Jaguars
6451,Tarpon Robotics
6451,Tarpon Robotics
6453,Vianney
6454,Filial Mechanics
6455,MoHawk Warriors
6457,MEAN MACHINE
6458,Shufflebot
6458,ShuffleBots
6459,Cyborg Indians
6459,Cyborg Indians
6460,The Greasers
6465,void
6466,Big T
6467,Wiggidy Whack Electronix Pack
6469,Chicago Yeomen
6470,Southeast Cyber Surfers
6470,Souitheast Cyber Surfers
6471,PARABOT
6472,Eagle Tech
6473,Red Hot Robots
6473,Horse Power
6474,T.I.B.B.A.R. NC Robotics Team
6475,Team CODE
6476,Gearheads
6476,Gearheads
6477,SD30 Robotics II
6479,Stingbots
6480,Team 1
6481,Stafford High School Robotics
6482,Red Strom Kentwood
6482,Red Storm- Crestwood
6483,Berkshire Middle School
6483,Berkshire Middle School
6484,Robo-Barons
6486,01010100 01000101 01000001 01001101
6487,Team Alpha Omega
6488,SHARP
6489,Wolfinators
6490,Wolfborgs
6492,Beaver Bots
6493,Cyber Colts
6494,Control Freaks - Game Masters
6494,Control Freeks- Game Masters
6496,SEP Nerd Herd
6497,Red Ring
6498,Super Velocity
6499,robo.jocks
6501,Cougar Bots II
6502,RamBots 1
6503,bEAST Robotics
6504,Torque Omega
6506,RoboDogs
6507,Spirit Lake Robotics
6508,Radioactive Raiders
6508,Radioactive Raiders
6510,CyberSharks
6511,The Fates
6512,Robotigers Epsilon
6512,Robotigers Epsilon 
6513,Robotigers Alpha
6514,Robotigers Gamma
6514,Robotigers Gamma
6515,Robotigers Beta
6515,Robotigers Beta 
6516,ChargerBots
6517,Socialbots
6518,Scarlet & Gray Robot Army
6520,Roborines
6522,Equinox
6522,Equinox
6524,What-Cha-Ma-Call-Its
6525,Robocats
6526,PURPLE DRAGONS
6527,Team Rookies
6529,Eagle ElectroBots
6529,El Dorado Robotics
6530,Robovengers
6532,Robo Bears
6533,RoboStang
6534,M^10
6536,Guardians 
6537,Benny and the Jets
6537,Winnebago Scouts
6543,Boulan Park Middle School FTC Team
6543,Boulan Park Middle School FTC Team
6544,ShockWave 
6544,ShockWave
6545,Assumption High
6546,RoboCats
6549,Whoa!Bots
6550,Bishop Watterson High School
6551,North Fayette FTC
6552,Northeast Robotics
6553,East Sac Country
6553,East Sac County
6555,Albia Community High School
6556,Tempest
6557,Nemonoid
6558,Oceana Bionic Sharks
6559,Geared Reaction
6560,MHS Rookies
6561,Boys In Black
6562,CERBERUS
6564,Super Alpha Dynamite Squad
6564,Super Alpha Dynamite Squad
6565,Stuffed Dragons
6568,Eagles Robotics Xperience 2
6568,Eagles Robotics Xperience 2
6574,Task Main
6575,Changing Expectations Vikbots
6577,Orient-Macksburg School
6580,The Chosen Few
6583,Chiefs
6585,Circuit Boardom
6585,Curcuit Boardom
6586,CHAI Ninjas
6587,Ctrl-Alt-FG
6587,Ctrl-Alt-FG
6588,Sms Vikings
6588,Pink Scrap Metal
6589,Robo Rage
6590,Cascade Middle School
6593,Central Linn Cobras
6594,Wi-Fi Warriors
6595,What time is it?
6596,Robotic Rams
6597,Team Orange
6598,Fort Madison High
6600,Central Lyon High School
6600,Ballen Pretzels
6601,Robot Royals
6603,Lancers
6604,Pallotti Panthers
6605,Comets
6607,Marsupial Madness
6608,8-bit Spudnik
6609,AGWSR
6610,Cyclobots
6611,The Baxter Lobos
6612,Team Corbomite
6613,Robo Yale
6624,Estherville Lincoln Central
6625,Independence
6626,Robo Valley
6634,Robo-Rays
6634,RoboRays
6636,Creston High School East 1
6637,Creston High School East 2
6638,Hinton
6640,Mad Hatters
6644,Pandora's Bot
6646,Robot of the Rings
6650,Woodward-Granger
6652,Cyber Huskies
6652,United
6657,LEGOtronettes
6659,Pekin
6660,STEM Tronix
6661,Stars
6662,West Sioux
6663,Soquel Robotics
6666,Goddesses of Wisdom
6668,PantherBots Omega
6668,Version 4.2
6669,Team Shigabyte
6670,Ranger Replicants
6670,Ranger Replicants
6671,Red Storm CrestwoodRanger Reactroids
6671,Ranger Reactroids
6672,Comets
6675,Chargers
6676,RoboLancers Crimson
6677,Warriors
6678,PIRobota
6679,Nodaway Valley Middle School
6680,Albia Team
6681,Panthers
6682,DOC Bots
6683,Bruin Bots #2
6683,Bruin-Bots #2
6684,Nickname
6688,Version 4.2
6689,Robo Rockets II
6689,Robo Rockets II
6690,Teal Tornadoes Rookies
6691,Megatron
6695,Frostbots
6695,Frost Bots
6696,WarriorDroids
6696,WarriorDroids
6696,WarriorDriods
6697,The Dukes
6699,Nova Squires
6700,X-BOTS
6701,MAD Robotics
6702,RoboBusters
6703,Kiwi Pi
6704,West Lincoln Robotics
6705,Edina Motor Bots
6707,Robotic Ninjas
6708,Robonauts
6709,The Scientist
6710,Summation
6710,Summation
6711,The Penguinators
6712,Newberg Tiger Team 2
6712,Newberg Tiger Team 2
6713,Aeterna
6716,Ultra Lightning Cobra Strike Force
6718,4-HTWX
6719,Piotech
6719,PioTech
6721,Steal Gears
6722,The Knights Who Say C
6723,Rivermont Collegiate
6725,Ice Robotics
6730,Pioneer & Los Gatos
6732,MoHawk Warriors
6733,Tualitin Robotics
6733,Tualatin Robotics
6734,Hornets
6735,Racers Robotics
6737,Blue Penguins
6738,Strawberry Crest
6738,Strawberry Crest
6739,Strengthening the Spirit
6740,Robotigers Lambda
6740,Robotigers Lambda
6741,Bulldog Robotics
6742,Electronical Engineers
6742,Electronical Engineers
6743,Blue Cheese Jr.
6745,Patriots
6746,D-Wingers
6747,Transformers
6749,Iron Penguins
6752,AHS #2
6759,Hempfield
6762,N R G (Northwestern Robotics Gearheads)
6763,AXIS ROBOTICS
6767,Dwight Bobcat BOTZ
6769,Viking Robotics
6771,Robo YETI 2
6775,Missing number
6780,Y Not Robots^2
6782,Team Nintendo Power 2
6794,Fearless Falcons
6802,Angry Bot
6804,Liberty Hill 4H Robotics
6806,BadgerBOTS Edgewood
6809,LEGO Machina
6815,Kentucky Paducah Tech Center
6816,Falcon Fury
6818,#browns
6819,Sisters High School FTC
6819,Brotherhood of Steel
6820,Team Impact
6821,COYOTES
6822,Horse Power
6823,Danville Engineering Club
6831,Robo Bearcats
6833,The Automatons
6834,NEOPLASMA
6835,Propel
6836,PERK's Dirty Dozen
6839,Robotic Rockets
6840,Rocket Rampage
6842,Lackland Eagles
6843,Eagles
6844,Team Blast
6845,Galactic Purple Squids
6847,Ohm Boyz
6848,Cuttlefish
6873,Nisky iBots
6874,ROBOMASTERS II
6877,City Poly
